osmid,lat,lon
320086499,-7.3470254,112.7264884
320088971,-7.3054873,112.7620237
320088975,-7.3057748,112.7619626
320089002,-7.3091438,112.7592291
320089012,-7.3056167,112.7617678
320089200,-7.2936347,112.7572495
320089361,-7.2642865,112.7535387
320089362,-7.2643185,112.7537343
335621600,-7.2982371,112.7378571
335621607,-7.2974613,112.7389253
335621612,-7.2963355,112.7391389
335621616,-7.296189,112.7391273
335621638,-7.3006566,112.7373079
335621875,-7.2968122,112.739447
335621969,-7.2993679,112.7333936
335622142,-7.2968328,112.7403823
335622143,-7.2967564,112.7404198
335622178,-7.2931974,112.7458681
335622180,-7.2937639,112.7466734
335622304,-7.2981395,112.7539212
335622307,-7.2981104,112.7511221
335622308,-7.2981296,112.7503358
335622312,-7.2979825,112.7495121
335622313,-7.2965568,112.7454852
335622314,-7.2962099,112.7442332
335622328,-7.2950263,112.7460169
335622330,-7.294466,112.7462355
335622414,-7.2491301,112.7410734
335622455,-7.2490835,112.7361588
335622742,-7.2463115,112.752356
335622743,-7.2460193,112.7513129
335622782,-7.2445826,112.7471686
335624177,-7.2559088,112.7382376
335624194,-7.259504,112.743202
335624196,-7.2597319,112.7435627
335624209,-7.2593464,112.7435445
335624217,-7.2599397,112.7430457
370278022,-7.2125021,112.7699607
370279818,-7.2116403,112.7635653
370279929,-7.2115682,112.7659568
370279985,-7.2113884,112.7666179
370280082,-7.2120228,112.7658642
370280814,-7.2219329,112.7639217
370280934,-7.2236738,112.762595
370282522,-7.2120047,112.7610451
370282712,-7.2136503,112.7608918
370282714,-7.2147273,112.7606517
370282730,-7.2248961,112.7580142
391741824,-7.2086675,112.7787746
412341174,-7.2667051,112.7447724
412341179,-7.2678147,112.7445626
412341186,-7.2672545,112.7445645
412341190,-7.2677067,112.7442393
412341372,-7.2631119,112.7409448
412341379,-7.2629646,112.7416138
412342932,-7.2994128,112.7402931
412342940,-7.3007116,112.7397712
412342943,-7.2969,112.7415752
412683590,-7.2558139,112.7345231
412683599,-7.2560977,112.7342137
412683618,-7.2644015,112.7454118
412683619,-7.2670869,112.7411668
412683620,-7.2642794,112.7457138
412683621,-7.2645254,112.745803
412683625,-7.2667284,112.7448568
412683633,-7.2620535,112.7516919
413886956,-7.2814414,112.7404428
413886958,-7.282869,112.7401827
413987637,-7.2490539,112.7464981
413987679,-7.2898164,112.7315591
413987738,-7.2884704,112.7059707
413987739,-7.2887141,112.7069987
413987754,-7.2867874,112.6978587
413991133,-7.2905529,112.7005613
414269473,-7.28884,112.7008803
414269482,-7.2889474,112.7031088
414269486,-7.2887109,112.7045653
414269493,-7.2906964,112.7006788
414269505,-7.292154,112.6983035
414269506,-7.2924808,112.6980603
414269545,-7.2900288,112.6993531
414269555,-7.2891856,112.7032139
414269557,-7.2892745,112.7029839
414289180,-7.3282627,112.730903
414289200,-7.3264424,112.7310173
414289208,-7.3264521,112.7312393
414289221,-7.3192009,112.733282
414289224,-7.3161974,112.7339251
414289246,-7.3271888,112.7316678
414289253,-7.316222,112.7340553
414554371,-7.3379938,112.7319676
414554377,-7.3391237,112.733547
414554389,-7.3399991,112.73701
414554395,-7.3384769,112.7374745
415826828,-7.2657039,112.7570384
415826829,-7.2658544,112.7606336
